timestamp,skewness
2024-08-20 10:19:30,-0.261830914840265
2024-08-20 10:20:00,2.3969260375557875
2024-08-20 10:20:30,4.129326377282628
2024-08-20 10:21:00,2.357356058400224
2024-08-20 10:21:30,0.012729236895330998
2024-08-20 10:22:00,-0.06848340410033471
2024-08-20 10:22:30,-0.01008929414537599
2024-08-20 10:23:00,-0.0074274894658284294
2024-08-20 10:23:30,0.03730900717533455
2024-08-20 10:24:00,0.22077485324357182
2024-08-20 10:24:30,-0.2606421741454158
2024-08-20 10:25:00,0.3099141617889208
2024-08-20 10:25:30,-1.0903609908861682
2024-08-20 10:26:00,-0.024909147682307422
2024-08-20 10:26:30,-0.12388328552861645
2024-08-20 10:27:00,-0.11640142923862139
2024-08-20 10:27:30,19.881868637484438
2024-08-20 10:28:00,1.0518661695697933
2024-08-20 10:28:30,-0.0875030425024528
2024-08-20 10:29:00,-0.03830531224365084
2024-08-20 10:29:30,0.013466345874753758
2024-08-20 10:30:00,0.08219478944995115
2024-08-20 10:30:30,-0.06581853078810068
2024-08-20 10:31:00,-0.05191918780045834
2024-08-20 10:31:30,0.013309134587144684
2024-08-20 10:32:00,-0.059591421233796495
2024-08-20 10:32:30,0.19516230977097906
2024-08-20 10:33:00,-0.044762600210490035
2024-08-20 10:33:30,-0.055895723892782065
2024-08-20 10:34:00,-0.06557923670827143
2024-08-20 10:34:30,-0.09351194782658179
2024-08-20 10:35:00,0.07122623644527795
2024-08-20 10:35:30,0.3215646637240313
2024-08-20 10:36:00,0.06935222190708655
2024-08-20 10:36:30,0.2448247345015511
2024-08-20 10:37:00,0.05118759727160907
2024-08-20 10:37:30,0.015487766576151583
2024-08-20 10:38:00,0.004160338733235252
2024-08-20 10:38:30,-0.04108383866005492
2024-08-20 10:39:00,0.01989053533709872
2024-08-20 10:39:30,-0.07356766009273938
2024-08-20 10:40:00,-0.11639286480913724
2024-08-20 10:40:30,-0.08299627929436108
2024-08-20 10:41:00,-0.059919333751473
2024-08-20 10:41:30,-0.07793898887329893
2024-08-20 10:42:00,0.19931399666063324
2024-08-20 10:42:30,-0.04359782559675338
2024-08-20 10:43:00,0.04442671356639773
2024-08-20 10:43:30,-0.04858943233870673
2024-08-20 10:44:00,-0.01920363697181502
2024-08-20 10:44:30,0.004000231552351873
2024-08-20 10:45:00,-0.02594854072674141
2024-08-20 10:45:30,0.19543131003557712
2024-08-20 10:46:00,0.03563008378193279
2024-08-20 10:46:30,0.019170425906230283
2024-08-20 10:47:00,1.3401875862376837
2024-08-20 10:47:30,1.7875697012496898
2024-08-20 10:48:00,12.66767859690361
2024-08-20 10:48:30,2.872602215560006
2024-08-20 10:49:00,10.729650062693297
2024-08-20 10:49:30,4.528436642770567
2024-08-20 10:50:00,2.6154835667928764
2024-08-20 10:50:30,10.914590870897197
2024-08-20 10:51:00,2.2620381703979597
2024-08-20 10:51:30,-0.1591764606675594
2024-08-20 10:52:00,0.5131163027698978
2024-08-20 10:52:30,-0.09278937924765251
2024-08-20 10:53:00,0.12183226620770148
